recipient,reasons,bucket_census,tx_count
0x381c4826414becd554664958f0462ccb5c132447,top_volume,DORMANT,3676
0x382195f033bbff2f6b00ba31a0051c17c44e7d9f,top_volume,DORMANT,3660
0x382770680fc798f33b8ab1fe3e164fc754bced25,control,GHOST,1
0x38329f3eb15ba1d11190305633f8c7a9fb156b43,top_volume,TEST_RIG,128
0x3854dbd81b423a98ae803e5fe7ac611eedea0a0c,control,DORMANT,442
0x3863f3611ff0cf23af3983266a8f950610436c2b,top_volume,TEST_RIG,128
0x388350088ab992f8de293a6b2575645873d2e47d,control,GHOST,1
0x38945252650b3ce65883bd853e585e4ab496aecb,control,GHOST,1
0x3896b65fcd07430444cd5f7db218515bd2256b27,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,11723
0x3899807f59f4749c56b88b5710ec348c81d3b258,top_volume,TEST_RIG,253
0x38c063312719220c676e988f0dee14b4ec0e44c8,active_legit_candidate,ACTIVE_LEGITIMATE,1417
0x38c9f689274e2fc3ae360744ef88ce212077a584,active_legit_candidate,ACTIVE_LEGITIMATE,131
0x38d9cccc4793d02f2d88ef520f8a68b85c7b5e4b,control,GHOST,1
0x38ea7c4753aff17cfdbc54f9e572904c8ca50c4c,control,GHOST,3
0x38eb82bec9f95b1ffe2c7a6b915b8514a125fd72,top_volume,DORMANT,784
0x39200897d196993aa58ac9b4feed67b3fb7901d1,control,GHOST,1
0x39225d40c7a7157a838eccdb05d09208d47fd523,active_legit_candidate,ACTIVE_LEGITIMATE,222
0x392a8040b1e204410936d3019b7ddb773172d2e6,control,GHOST,1
0x39341bceaf1f1d2f532dae1bb66b503b7289fece,control,GHOST,1
0x393a5239cf25071873eb3c2ff4dae7aab253288c,top_volume,DORMANT,9564
0x39404677918ba6b9e4f7cfcc4ea7d78ac4367647,control,GHOST,1
0x395ae8aac8ac662a2b3406acf7ee1b7c69d81bf7,control,TEST_RIG,31
0x397b06c977e6e0c2c0b19776e00cb56984ba8abf,top_volume,GHOST,1
0x397d69b991eff75b87bc836a3472a9bf97e5f52c,control,GHOST,1
0x39ced1cb242c1f3b35df8f1c10b0192187771682,top_volume,GHOST,2
0x39d1fbbd388518253228d54d17adc269af1595fb,control,TEST_RIG,5
0x39e10e5f431b26cae3d7d0a39aef86055d015d8c,active_legit_candidate,ACTIVE_LEGITIMATE,116
0x39ef12d2fd0ca5b9d1dcb51cdfb36e5853e57706,control,TEST_RIG,5
0x3a07ba7357c5c7a626d2fc0255fed93617933a60,active_legit_candidate,ACTIVE_LEGITIMATE,316
0x3a2d30f58a14aa77dff096fa6d6da999185470a2,control,GHOST,2
0x3a3f924fc047af1f6c3db241566d8df620c386f4,control,GHOST,3
0x3a6d17230edc79eefd53d0ccacb374f63866682e,control,GHOST,1
0x3a6ff13c858dc344139edb0549ec7dbd3dc32530,control,GHOST,1
0x3a7292b88471691946d8d8856925e22246bed743,active_legit_candidate,ACTIVE_LEGITIMATE,28
0x3a9a7236236e56d03c2bdfde6d23765eaf191aea,control,GHOST,1
0x3a9e4ff93077d07b4c27df1f61a0933ff2ac990f,control,GHOST,4
0x3aa7700c7a68e3e63645ccfaf4d98aff29ed115d,active_legit_candidate,ACTIVE_LEGITIMATE,254
0x3ac46390d57d36a9a0bd2221635d41901dfd0e35,top_volume,TEST_RIG,195517
0x3aecc52ed57ff4432f47cbd166cb05b96241f91a,top_volume,TEST_RIG,123
0x3b04e52412497fccb94a6530ffa98a45e956f780,control,TEST_RIG,5
0x3b603bff11d244b3d47400398a3235f89fa1344c,control,GHOST,3
0x3b8852cd9846d29d5b7f1927f02c41b3526dcf0f,control,GHOST,3
0x3b9ce6236f3973ae3f5be1b630c76e5ea1153ae9,active_legit_candidate,ACTIVE_LEGITIMATE,92
0x3bab87e04d68c09326e8689131f6bbb842340cb2,control,GHOST,2
0x3bb4a7046bd79339326c12c6ec496490256152c3,control,DORMANT,17
0x3bee95763e9ea0acaf59b282653ca29cf6d26340,control,GHOST,1
0x3c0820e2dabd5feae1fd03b78079dee15c7f83d8,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,1123
0x3c4425e822b51c9fc817d9b0e868242d8892cd4a,control,GHOST,1
0x3c5f3a6ce224bb89d72f5eb4232ecc27f67b3eea,active_legit_candidate,ACTIVE_LEGITIMATE,4479
0x3c72a79f1f8821fa231ba18a77a9446d9eea212f,top_volume,DORMANT,1826
0x3c74ce3f8566ff04b312320e7c264a691c409992,active_legit_candidate,ACTIVE_LEGITIMATE,786
0x3c81a9f02e1cac665972ca51bb22e5c9d6cbaf79,control,GHOST,1
0x3c94f5bcb68bcd118f0749bd92bb71a3ac21812d,top_volume,DORMANT,268
0x3caafb0ad4230f519820b531d80a40feeed290db,control,GHOST,1
0x3ccbf51a75dfb347ba746d7cb81b47898a6cc125,control,GHOST,1
0x3cd831eacb67c73bb54002668c008b761063bdc3,active_legit_candidate,ACTIVE_LEGITIMATE,68
0x3ce4697a59c116eed246902f45feff9d4c464b1d,control,GHOST,1
0x3d2bc0c92d7e47893b100d888db44f2fc12efaaf,active_legit_candidate,ACTIVE_LEGITIMATE,25
0x3d44e1dee133aaed014254bd1ecb95c64ecc964f,control,GHOST,1
0x3da40a9ad36640a2c0f533bac368490095574664,active_legit_candidate,ACTIVE_LEGITIMATE,264
0x3dcbef58b30fac60a897cd4ed1daed5de33b32e1,active_legit_candidate,ACTIVE_LEGITIMATE,5630
0x3ddf5ba0e1897874c01bdae3016bfc972907a5d1,top_volume,TEST_RIG,10
0x3deaa70f75df6fd600c6c7ae8636b3992d80790b,top_volume,DORMANT,67
0x3e1272b420ae23acf04757a73fd8f6d51e4e10f8,control,GHOST,4
0x3e326536f6cd3c89a7c8fe05e6392ec3d085efa8,top_volume,TEST_RIG,128
0x3e3f3d8b3442e81662e1464f29e1f06d8d846611,active_legit_candidate,ACTIVE_LEGITIMATE,53
0x3e443b38bf685bf83c8331d27c8857f6be0bdbc0,control,TEST_RIG,12
0x3e4707f8fcf8887d76683e74cbfed1ef9fde0920,control,TEST_RIG,16
0x3e471476509ae234a5546a0805fa5c4b9007c76d,control,TEST_RIG,11
0x3e8ee2f0294388bde8bd10b5a2e8e8ce79f04a53,top_volume,DORMANT,411
0x3e9fdaa7c04dcaabd2a509344c68d170c048fdb8,control,TEST_RIG,7
0x3ea7633bc1fc34d44971208af80964d372f89728,control,GHOST,1
0x3eb25deb43c0392bf9683bb5fd9871715a37e81c,control,GHOST,1
0x3ec1461619e1456e353019bd7bec901c7e91f43b,control,GHOST,1
0x3ec5dea9805700ca29e8ed4866ed226eccdf1745,control,GHOST,1
0x3ede4dd8048bbcbe5a9126a7b405a615cdadd839,top_volume,DORMANT,1590976
0x3f0a7f839619d578b8eeed741c26f418b8e98e97,control,TEST_RIG,13
0x3f1423bb36453abd778987109eca94c15a08146d,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,3833
0x3f17ae7d36d77ca0b8194144f5763283d17e7955,active_legit_candidate,ACTIVE_LEGITIMATE,562
0x3f4cee4c6bad04fcca3138dffdee579ddf17049b,active_legit_candidate,ACTIVE_LEGITIMATE,100
0x3fc3bfe0e28824cdc964b8ba3ba97ac3c8d8ffb0,active_legit_candidate,ACTIVE_LEGITIMATE,347
0x3fee1376dfca4ee59967f0480b976b8df755a0e2,control,TEST_RIG,9
0x3ff172a6c66b75dcbb74e91e736c5d595f62ea64,control,GHOST,3
0x3ff35e6086c115506beb35c5adf56e4c4995530f,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,768
0x400d65bb174c546ed92f5d61ce21fbde96b8bacc,active_legit_candidate,ACTIVE_LEGITIMATE,59
0x4015655949971877b468534853bf8f9994a3cf91,control,GHOST,2
0x4020806089470a89826cb9fb1f4059150b550004,active_legit_candidate,ACTIVE_LEGITIMATE,258
0x40272e2eac848ea70db07fd657d799bd309329c4,control,TEST_RIG,7
0x402b79ecb8c09348739e17efc14768066de645fe,top_volume,DORMANT,212
0x4053338c7cb38624c0bc23c900f78cf8470b4e38,active_legit_candidate,ACTIVE_LEGITIMATE,394
0x40a8cdd6a10ec1a8cb3dfb2834675e7a2cf4ad8b,active_legit_candidate,ACTIVE_LEGITIMATE,35391
0x40ae492ecce20244f450131d9e82d8305dc06a43,control,GHOST,2
0x40b62aa49f4a929760fb2dd0fcb0642f0aa872eb,active_legit_candidate,ACTIVE_LEGITIMATE,47
0x40b70851ee5853363a89e635ad788a56fd409666,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,1492
0x40bf580551f40f33d05ca96a750dbe6fd589bcb0,control,GHOST,1
0x4111538eae056e6f521a81ea409bed50d23293b9,active_legit_candidate,ACTIVE_LEGITIMATE,63
0x412e0cc06449b9dbbe45fd0bcf7d10370134c866,top_volume,DORMANT,7660
0x416c027c9b537c49d6e3fd4ddf8714050ccaff23,active_legit_candidate,ACTIVE_LEGITIMATE,20
0x418f691013aaa14000d8451fd2ed1980a57426f7,active_legit_candidate,ACTIVE_LEGITIMATE,35
0x419229c67761efe3b3b9072cbd6c6161bbe3a356,control,GHOST,1
0x41adee1eba2c276be5e8cabe0ce523e4dd792170,active_legit_candidate,ACTIVE_LEGITIMATE,1572
0x41e11dcc4dc91a5af0064e66dfa17e2e7257a888,control,GHOST,2
0x41f7a833d2c7edcc0dc69d9e4745a1db24f78b4b,control,GHOST,1
0x4200ab5af9e541b6a89eb39eef3140f83d9de8b0,active_legit_candidate,ACTIVE_LEGITIMATE,1504
0x42100721ba7a01dfc4a79f295f02c798ab3f15e1,control,GHOST,4
0x42455e0fce06f84a2a76de71793aa228ec7572e1,control,GHOST,1
0x42583eb015ef7b9183a8cb71438fbf4519b9212e,top_volume,DORMANT,1321
0x4261701a4ddf4625ebfa80ceefb5b3b2b5453b2e,active_legit_candidate,ACTIVE_LEGITIMATE,248
0x4283ab2035c5f52112fe48f39f18085791190a16,control,GHOST,2
0x428b2bc1c24fe86acfbc636c11b125618754ab7e,control,GHOST,1
0x429aa94dd68f6b3509b3d164f4a19d96d22eefc8,control,GHOST,3
0x42c7401ddaf2db018335e9089961a2cbe8521e84,control,GHOST,1
0x42f125bf7d6ca0b2e8dd9edd851b58a87bce7e1c,control,GHOST,1
0x430f3cae6146342f45053342b0653cb7adbbf488,control,GHOST,1
0x431e58fa976e50b0c4a9c8023c8700092d6a0bdd,top_volume|control,DORMANT,186
0x431f4cfcb932f4c44f82a674589b3fb836300cc2,control,TEST_RIG,25
0x43564da57cb7cbfcf30e01f9e6c01ad2e5891c9f,control,GHOST,4
0x43698f9ac149d327ed0e56082a460b90549e1ce7,top_volume|control,TEST_RIG,1360
0x439860417871ee23212527b24fb538553ff5af3c,top_volume,DORMANT,59516
0x439c1693ae294cd05ed0d9157e7cf65d4f50b09b,control,GHOST,1
0x43a2a720cd0911690c248075f4a29a5e7716f758,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,270936
0x43c805cbdaed097dbbcde780d69a5afe80677cb4,top_volume,DORMANT,61635
0x43e4da31d3a47b79d6b6c25beaf7b3d70bb3facd,control,GHOST,1
0x43fbed103c70120907e6446a6b1ba15a53ccaaac,control,GHOST,1
0x4414483452702b268d2b8e7de6791e3e75e9113f,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,882
0x4417f43ca70e31888e16f505e4693583f67b88c2,control,TEST_RIG,10
0x4451fb788a14d02bbf28d017deccce192c7442db,top_volume,TEST_RIG,124
0x4458d7ff8869dbcba56b710fc09f17acb170b68c,control,GHOST,1
0x4465825b0ac713aa2fa07ea29023020804a128ee,active_legit_candidate,ACTIVE_LEGITIMATE,307
0x4466d4a84b7c49a6a094ec6eef4a0712d6dd125e,active_legit_candidate,ACTIVE_LEGITIMATE,6249
0x446e51deab3ae656c99e65369e8ef1148d23d7f7,active_legit_candidate,ACTIVE_LEGITIMATE,60
0x44a8bf233c2e36131d1e113d8c5153863de893e9,top_volume,LOW_ACTIVITY,808
0x44bc7421931357b0247759d1043fa3c51500c865,control,GHOST,1
0x44dc2dceaa22c7ef6b2e2cf2362fd3fb476b7c2c,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,22431
0x44e126a731e6ee698d41f3191b4b656ac37b6047,control,GHOST,1
0x44e861ee4ecd277706f3fa1b282628ab71b5a91a,control,TEST_RIG,9
0x44fba367eef60a271dff93d6c543f31fec1787f5,control,GHOST,1
0x4518ff1e1855be7c27c7ba0fe3f23c24696f2c03,top_volume,DORMANT,9185
0x4519bd75e22bf80924edab66f02842474d58e574,control,GHOST,1
0x4533ee090e4ef2f4f278534bc5f67983ab97086b,control,GHOST,2
0x45731d5cf3a39cb734b9f910cfef07e9004c3d9d,control,GHOST,2
0x45a33ac6db4455460b364a1fc1ae8c489bc644a7,top_volume,DORMANT,54607880
0x45a7967b411d5f96be7fe520bd6a748ae062d9e3,top_volume,DORMANT,68
0x45ac00db8bdd4b837abbbf75888cbdfe6b6d8943,active_legit_candidate,ACTIVE_LEGITIMATE,378
0x45e3931cd308983c8cf0cf53d09e476292876faa,top_volume,DORMANT,43192
0x45f82f6b060804174046c9b420f718ee33a9a098,top_volume,TEST_RIG,128
0x4628c99bbd18620b68b0927af714aeda7fab967f,top_volume,DORMANT,23
0x46817765879f4b61faeb3cae93de0565e45c8292,control,GHOST,1
0x4681cf07e32b5df48fb084357d59de45da3fb42a,control,GHOST,1
0x46830a57ca3806ec71b981e063dc39ca2a3c6fb0,active_legit_candidate,ACTIVE_LEGITIMATE,528
0x4689cfc75f4c399c5b1caf942e2f134a71cac2b1,control,GHOST,1
0x469ef7993aac24df60e24c77751eafe62de905bf,control,GHOST,1
0x46b8cabb96f2f4afe660f0338dbb9513cca1f5f6,control,GHOST,1
0x46ba634261566cf242c853d1f49511f9268ba674,active_legit_candidate,ACTIVE_LEGITIMATE,135
0x46c5c7b9bb4e8034ba951c70b93efda8c7709a28,top_volume,GHOST,1
0x46cf0e57b5548199e5fc5adbb8b01826c656f277,control,GHOST,1
0x46d0315966e9ab4a82211e391cd0970be06995ac,control,GHOST,1
0x46e3c750afb2ca611399f27018ec064a51a23135,control,GHOST,1
0x472e7f3127ded30abb31e0af57b6ba08cc57660e,top_volume,DORMANT,55
0x4734b7aedd10c8df61c11f0dcba04cced8135413,control,GHOST,1
0x474bedc39654bb55e84ec6701011a2f618e7849f,top_volume,TEST_RIG,127
0x475436ef0a97286081d0fc2a762ad6296949327b,top_volume,TEST_RIG,525
0x4770d3ca32082c24133834d5894413bbc24496f5,control,TEST_RIG,20
0x478278864f4e31d0ac5cf2bc1c26c96c5609d57f,top_volume,DORMANT,6710
0x478946178f4e962283b4d82580e58b0cb515593c,top_volume,GHOST,3
0x478d04a018f04b90267060747501d4fa175d418d,control,GHOST,1
0x4795294d38e66913422d32dc3c4acf199762d221,control,GHOST,2
0x47bd1b5dd86fdec100fa8f899a43f5e04fbfa824,active_legit_candidate,ACTIVE_LEGITIMATE,216
0x47bf3dc6daea8bda5568fd7e9843c42ca49783b4,top_volume,GHOST,1
0x47c1a1378e9251d6e291bbad34b17dc50ccf277e,control,TEST_RIG,5
0x47d3394c7234714e4b9e9b74827c12be847f9dda,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,3015
0x47e41abe279f6ac4e3e9bfb371cb0734a7353a1a,control,GHOST,1
0x47ed3359fc21b754dd2573bc508d7e17698fe2c5,top_volume,TEST_RIG,1364
0x47f7a44252836ef693393870a0d3c9bcd4b07544,active_legit_candidate,ACTIVE_LEGITIMATE,150
0x47fe1c4272e7bb0c538dc9f0eea41404eef39e6f,top_volume,TEST_RIG,128
0x480b5a88239fc88a8369e9a5448bd5e095bef121,top_volume,TEST_RIG,129
0x480cd46e6fade651a0437deadda53d5c8e7d846a,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,188
0x486e78dccdaacfb4d58329db926e4f4f00da787c,control,GHOST,1
0x4892aeaaf4386720286b46b2a04de5d62eeb9e69,control,GHOST,1
0x489d69939b4aca357f630055e351a81f1fbb7fb6,control,GHOST,1
0x48adf6e37f9b31dc2aad0462c5862b5422c736b8,active_legit_candidate,ACTIVE_LEGITIMATE,488
0x48d8622004b735fe543faddfeccc9bb2ca6c42ad,control,TEST_RIG,17
0x48e218ea47aa464eaf9f8a7763c6945b8259cc18,control,TEST_RIG,5
0x48ebf769b80ffa1c83a00459adbdf5556ef49a3a,top_volume,DORMANT,608460
0x4908913a4206514372d6555355d7ff94369e5724,control,GHOST,1
0x491ff90cd400d3a907ce870cc356d0299e18f4a1,control,GHOST,1
0x4944c8ec15e70bb6ccc452b819053a440bcc4bf3,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,402588
0x49678ae1d9c2128ca01050c87f19de9501348f49,control,TEST_RIG,5
0x496bb04dc719228ac648d298e9559256cedd8f95,top_volume,GHOST,1
0x49820901d3685af2b61dea9e65ddefb724319af7,control,GHOST,4
0x4998826282f1a3027b74a977b1c270bd336e3c4d,top_volume,GHOST,1
0x499e321a64fdb9b1577cafe89ef5d262aeba9af9,control,GHOST,1
0x49b1f1c4fdf3baed551f3726a1c4540a5e443c37,control,DORMANT,15
0x49b41b6dfb13c002cab4c606cecfb4aa806ca3ab,control,GHOST,1
0x49b63376d851e1e0b6b90d009234792a2913bdb4,top_volume,GHOST,1
0x49b7945ebe2e10fb7a012f97095c3120e9753a35,active_legit_candidate,ACTIVE_LEGITIMATE,46
0x49c96c14bbfcfe072b785d774236f1775475bb90,top_volume,TEST_RIG,8
0x49d3b71a646d3029e2adab5494436b63184eb196,top_volume,TEST_RIG,645
0x49d7e04750eb21604ed1bdd8355977a35408f5a9,active_legit_candidate,ACTIVE_LEGITIMATE,146
0x49e2b74f424393117431cad4a4b3a93ecbb13415,control,TEST_RIG,9
0x49e60fedb6490c095be7c521849bed4f0c04f2d8,control,TEST_RIG,15
0x49ef46bda2288e1ebc9dfe3a21d8a9154ab14cd5,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,277482
0x49fa078e71010f13a7a9dafc6890d06dc8db1fe7,control,GHOST,1
0x4a0e4940f13dc0a6e22bb43e180ecbb9b177dd66,top_volume,TEST_RIG,124
0x4a146191ac0a0e10e5939b6c47d52bbd32d2cdb7,top_volume,DORMANT,265
0x4a47b25c90ea79e32b043d9ee282826587187ca5,active_legit_candidate,ACTIVE_LEGITIMATE,132
0x4a4e71f56360092ad40bb2c37b72af5eb9fed4e7,top_volume,TEST_RIG,121
0x4a5a906161c26b411e5e0553a73ba80f8836cb7d,top_volume,TEST_RIG,639
0x4a5de9fdc3772a28703f320026ac0e07443c3857,control,GHOST,1
0x4a631c7590bc301e3ef8ac92fa1e110ce9cea7fc,top_volume,GHOST,1
0x4a82f147c8a4339409c9097adc1eedfd56e85bfe,active_legit_candidate,ACTIVE_LEGITIMATE,112
0x4a93e231f0998adf9970a6f232a14b378da7ca72,control,GHOST,1
0x4aa71443a5f62a1f5bddaf05f3bdec2b08cad3ce,control,GHOST,1
0x4aabe17c239ef71c3a26ba7c2b3e0aebbfc1df26,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,851
0x4ab21d49320cd8c17c9ad07a6947d4896faac74c,control,LOW_ACTIVITY,16
0x4abaddb462d9d82cfa3eb3bb45adf4b8af889630,top_volume,LOW_ACTIVITY,24
0x4b1683872786d72516fbebfc061bfac550e271d2,active_legit_candidate,ACTIVE_LEGITIMATE,418
0x4b2a045803c07a475f1ed8d4653be0d5063989a3,control,GHOST,1
0x4b2ba3e210295569399426dee99d2862ef56ed23,control,TEST_RIG,7
0x4b74cda2aa9604fd1fca2aca06d8e70ead607fa4,control,TEST_RIG,11
0x4b85b19e2811e320c4c34c58a88145d5d4d6fc0d,active_legit_candidate,ACTIVE_LEGITIMATE,38
0x4bba6c8fd1586707db5e366b05047f7869c0f1e0,top_volume,DORMANT,191
0x4c02babdaaa5e739cf763c87eed9be7588c760f3,control,GHOST,1
0x4c15cf7ccd50964ce823d204b34fff1c265e2633,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,10214
0x4c1a4fce51fea51f128a01cce8becb106d391155,active_legit_candidate,ACTIVE_LEGITIMATE,48
0x4c34489c1f0901695320c6429dd9c69dd51102d9,active_legit_candidate,ACTIVE_LEGITIMATE,59
0x4c3b0b1cab290300bd5a36ad5f33a607acbd7ac3,active_legit_candidate,ACTIVE_LEGITIMATE,440
0x4c950a088843185ddd3e691e9a4fcbfb94a02689,control,GHOST,1
0x4cace3f74bdea349a1024c5d03bd6bcd9a6ba08c,control,GHOST,1
0x4cb0b83a1b9324667f766983d6fff602fb8808fa,control,GHOST,1
0x4cd3ebc3b05137a40165e59345d2e620cbbc3498,control,GHOST,1
0x4cde5510521b74f2212577034f07729aceec25b2,control,TEST_RIG,8
0x4ce88238f669d04351937420c931988e464a975a,active_legit_candidate,ACTIVE_LEGITIMATE,38
0x4cec5b72f8415ed875d56b2a2cde3df7d87d31dc,control,GHOST,3
0x4d2d3682b2d00b51850465b3b73a32d2de0f2823,active_legit_candidate,ACTIVE_LEGITIMATE,26
0x4d2f581db80621dbbabcbac2a34bb80676573dba,control,GHOST,1
0x4d4c0edb16acf9f5e9be757baaf5ae64d571c670,control,GHOST,1
0x4d7d842536de9eb491ae2300126b3cdde7b0ade3,active_legit_candidate,ACTIVE_LEGITIMATE,25
0x4d9cb62e2d445570277bbde66d33ce998dc9b915,control,GHOST,1
0x4da5e221b0bc15a5ce42d600fcda41c89286363b,control,DORMANT,15
0x4df66b6c140778fe0717880a7c6dde5ea53acdea,active_legit_candidate,ACTIVE_LEGITIMATE,326
0x4dff19ebae58a1a736d0ec020835ead62c94b2a4,top_volume,DORMANT,67
0x4e000c420c84e232db22b625b4e28576ac5e4c92,control,GHOST,3
0x4e2ef8df36a74b168333e92686018c3b3fb2e3e7,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,2064
0x4e312f5ebecefc1b59baabd5a13cb4d3c0352d5d,top_volume,DORMANT,5825
0x4e3c5f741ffd8186d493a97352833ce3b36d8e72,control,GHOST,1
0x4e58d53457c5e6df9ce39a0718071b9df55bd246,top_volume,GHOST,1
0x4e9bce2547a9491b09ed092c433b19888e665edb,top_volume,DORMANT,38802966
0x4ea76a7d7ad1dc8fd8e1a8bcf9f6800b562a9d4e,active_legit_candidate,ACTIVE_LEGITIMATE,26
0x4eb7b4ddd14c21115890aa71efb4608373f212e5,control,TEST_RIG,6
0x4ed0e65b400d115a21d21a5e2d9a63e3b2718034,active_legit_candidate,ACTIVE_LEGITIMATE,1474
0x4f055e7893fbffdff249f14cb141c9a7a3e13f66,control,GHOST,3
0x4f11c8c9a3aa2b6c643de7e7eda71511c1c8b79d,control,GHOST,1
0x4f180b7752993b785be84ebbb15ce99c97a926a1,active_legit_candidate,ACTIVE_LEGITIMATE,75
0x4f238458128b024e4027199b11f5c234fe9366a5,top_volume,TEST_RIG,124
0x4f4beb658084d7bd7ea0b6f74dbf6e99f93d422d,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,58964
0x4f5695d12c30eae448c5f38023b12572e483453c,top_volume,DORMANT,144
0x4fb61d4ff677ee7b4f8d49f3fa78b9323556ba59,control,GHOST,1
0x5021185435642f82f12ebbf34c65e5b06236665e,control,GHOST,2
0x5036b25f4a371896a01387f1cb55e717fa36a135,top_volume,GHOST,4
0x5043622abaf2fd42ddee15fc3234903ae4969359,control,TEST_RIG,20
0x504882319f9009578dc83cad1fe9f452ed423a40,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,85
0x5054acbbdd6aed95231cbe833f7bf1db7c248bff,top_volume,DORMANT,704
0x505eed850a17c41cb0aa10a7e51c360d4b0c1662,top_volume,DORMANT,1164
0x5062c72ef2c8720c634aacc8760c69901d527030,control,GHOST,3
0x50ab2018c06c6e4eaa9ba52057eb55ed284912fc,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,4687
0x50d584def5f0c3ffb43c7860da52c2ff6eb44367,top_volume,TEST_RIG,128
0x50dc1e8cba11d1d30011271cff992d44e4c67008,top_volume,DORMANT,9196
0x50f24a07c3345057dbf335becd74b91044c2d8bc,top_volume,DORMANT,269
0x513087820af94a7f4d21bc5b68090f3080022e0e,top_volume,DORMANT,17
0x5138ffeb7065fedb465b3c1daace737ab29ecb45,top_volume,TEST_RIG,1367
0x514e32453eead219911d3c8852e068ce43a9d505,control,GHOST,4
0x515e7bce44baa5f6e42d16d4b5f27768e7f2f8cc,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,2394
0x51888ca7fc5d60357a95a1c86260af18e331322d,top_volume,DORMANT,13140
0x519393a43a365563264bbde346aac4e67ad2c7f6,top_volume,TEST_RIG,125
0x51a0e9db9d1e11b2f5487508f8f2427e69da260e,control,GHOST,1
0x51a5d238d80c42b2a83421f85a27e85d2e248787,control,TEST_RIG,5
0x5217f656a80f639c8f3022a0fe0ad72e6ef9897b,control,TEST_RIG,6
0x522dd89213d56006c55411ae8b2633ecd4d12698,control,TEST_RIG,5
0x523eff3db03938eaa31a5a6fbd41e3b9d23edde5,active_legit_candidate,ACTIVE_LEGITIMATE,126
0x524e9896171bc1f846bbdcfb3488b3b064202d97,top_volume,TEST_RIG,175
0x525e3578bb0cf06e0911009056fc4f8125fa7cdd,control,GHOST,3
0x52848ecb5f52c28080b74c545a92a7cc228a2086,top_volume,DORMANT,4026
0x52ab53912d37759b2ad364f22dd06b16714b6c06,active_legit_candidate,ACTIVE_LEGITIMATE,1193
0x52e29e0d2aa49bfbfc548c0a9f2196f4aa51f3ea,active_legit_candidate,ACTIVE_LEGITIMATE,15446
0x52e64c77bd7eb6c249791a6e4815de319f68e859,top_volume,DORMANT,37388
0x52e6d9b8fd9f3cd60f6e92f0750ee1dd43a62260,top_volume,TEST_RIG,127
0x52f4f36214c80270453bcece09eeff8298a737b7,control,TEST_RIG,10
0x53257df5f44eaf0b2b2ad79b7d9173da2276c81f,control,TEST_RIG,5
0x535cb97ea531d75a6d2251ee10b5909aa2b6ca12,top_volume,TEST_RIG,128
0x535cd628e0259efede608d82df09b5a255bbf646,control,GHOST,4
0x53be7770c8d4c733740c9139cbbe50b5146a2f8f,control,TEST_RIG,75
0x53e41dfb3ca6754cb5d2bd79bbc23eef8d91fb9c,control,TEST_RIG,5
0x5420a8c35d0a2b184b68655abe07f3da9983a98b,control,TEST_RIG,5
0x54270a849afc8d503568410ef56c445d720f0f09,control,GHOST,1
0x542793a5f0e26fc6b7ec17653c14d010fcdcf089,top_volume,DORMANT,135
0x542e22758e0d24d8990d013c3f473745cb14e44c,control,GHOST,1
0x548fc289526ab2f0391d562a723cda64bbf1abc4,active_legit_candidate,ACTIVE_LEGITIMATE,158
0x549c82e6bfc54bdae9a2073744cbc2af5d1fc6d1,active_legit_candidate,ACTIVE_LEGITIMATE,182
0x54c4018d9db8880476fd222cc9a64d24d145ebfc,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,990
0x54d6c2c08e10f1a1d3da88df513bbe9bcf1a4afa,active_legit_candidate,ACTIVE_LEGITIMATE,439
0x54dbbbbbc00227409065574a0f0a1756d14fb9dc,control,GHOST,1
0x550064810b937cac35c5dbed8bbe746dcbb777dc,control,GHOST,4
0x550075d9104868c895d8688e77795d2016ae5bf0,control,GHOST,1
0x551d1ae84d8bdd8755ee8bbbb880894da9881916,control,TEST_RIG,5
0x5551aecaf350390a6c0c5c02731fe6e8d6fb2967,top_volume,TEST_RIG,1496
0x555fdc47eabbbc0f5855c26a16ba38b21438e4ac,top_volume|control,DORMANT,9252
0x55754d4d5e84e41c71b10ee543de660e9fca2caa,control,GHOST,1
0x5581441dcbf68c794f38039e05a2c2bd37d3cbb2,control,GHOST,3
0x558fffc567ac45a18be15c687b2383c7fb0ce1ce,top_volume,DORMANT,270
