recipient,reasons,bucket_census,tx_count
0xad7b92226dd965b744dc271cc12be938ad8d4ed8,control,TEST_RIG,5
0xadb33740ac38c8f6721100ff813ab91d958670bc,active_legit_candidate,ACTIVE_LEGITIMATE,110
0xaddf78c1d39ca67df7ecc2d0ebc168b28afdd906,control,GHOST,1
0xade02dff58b0316f04cd59806e3fdb4690fe89ab,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,2986
0xae0dfe00827c07b7db4514683bcc3ad0e85200b1,active_legit_candidate,ACTIVE_LEGITIMATE,1796
0xae15d2023a76174a940cbb2b7f44012c728b9d74,active_legit_candidate,ACTIVE_LEGITIMATE,119
0xae2ee0d2cf2f5bbe3e69986e4a859622342c186a,control,TEST_RIG,10
0xae530b5fd30c992b6dec5d0255dee52e18083bf3,top_volume,TEST_RIG,127
0xae56d1d748d6249fe028c74ae0df8a18afabbfa6,control,GHOST,1
0xae6c7dca15299cb2740ff5e2c53420dca7eaf1fe,control,GHOST,1
0xae7d1e48acf858c4b92ae1d63c9f9a41d71944c9,control,GHOST,1
0xae880c2e206e723ac80f98a0bfac33e11839f4d2,control,GHOST,2
0xaea4e6da1a3d82ca787d84a86f119a258941b547,control,TEST_RIG,18
0xaeb58049d3c266d55595a596fae249c10764a031,top_volume,LOW_ACTIVITY,7186
0xaede317ad201e6c479fa6eb08140713063ca85c5,control,GHOST,1
0xaeeb8eabdc05532a26123045f99d208eb1cc00ab,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,2286
0xaeec67e8c7ec91e1ec1cc907c0841a1a2147c28c,control,TEST_RIG,7
0xaef6fa27028c8d9c84c65a013f275f5cb3602400,control,TEST_RIG,5
0xaef86bce04a7c768056ccb1871202a8af2b88056,top_volume,DORMANT,65
0xaeffddc0af3b4411499883f2524159f249a00bd4,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,1083
0xaf1098652515649590ff3091f8908d7f17cab09c,top_volume,DORMANT,8816
0xaf10c7d21220b34edd05d1b64809f4d1d4b2f7e9,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,492
0xaf333f56262dda5851c6586f6575627bd3ea56ac,control,GHOST,1
0xaf5e3c1c854f0f913fbf985eb14925245afccfa6,top_volume,TEST_RIG,32
0xaf650354583a2a729dff838bfc01ca83236129bc,control,GHOST,2
0xaf7718f6c74ba96bd853ce09022f2a6ae6c82935,top_volume,DORMANT,6530
0xafffcead2e99d04e5641a2873eb7347828e1aad3,top_volume,DORMANT,45543
0xb04816ef69ef8c3cd75acf90ea2394fd89c39cef,top_volume,DORMANT,3956
0xb058a1e305d9c720aa5b1bf42b6f2f6294b03b5f,active_legit_candidate,ACTIVE_LEGITIMATE,127
0xb0b336cca819a27c4dc55891d45bac6620d558dd,control,TEST_RIG,7
0xb0cdd5689a5d3100083e8864b50a3c49d0d4caea,active_legit_candidate,ACTIVE_LEGITIMATE,56
0xb12a1e7ac283186f466aa486fa636e2d38bd965b,control,GHOST,3
0xb1341bbb1e01ed620213d0c5059a7a6f5bfd8712,top_volume,DORMANT,12730
0xb13f8bd0d0ff88fdf3ede9fb7ae571ceae978fd9,control,GHOST,4
0xb15a55e85fdf5edc41b6c1eaf7813e2c6e6def59,active_legit_candidate,ACTIVE_LEGITIMATE,24
0xb16aa768174488fd618e7bec3cd93de311e5f871,top_volume,DORMANT,9340
0xb180fbf7b19f8d1d99053fb7b355e4cc1b1b19ca,control,GHOST,1
0xb1a478b44ec1ef73969e52c48343911ce2a0f9eb,top_volume,DORMANT,402
0xb1acd9e0269023546074400a434e703b646aabba,active_legit_candidate,ACTIVE_LEGITIMATE,548
0xb1d321629b47da8886cb2d1f30e377f01c8d2189,top_volume,DORMANT,11501
0xb1d9e24c9010535b82b72c0f8ad0237b72603fd5,top_volume,TEST_RIG,198
0xb1d9e89bb75b2f5473b22bd476e3bd6c545af670,control,GHOST,1
0xb2248268fc85a7ed8a903dd084dfbc2b9b8c7d8f,control,GHOST,1
0xb22bdd6c52e9b3f1a3f8f9236ae2728afcf9a7be,control,TEST_RIG,5
0xb2560a3228c609aa6a2de5000b243dd012793675,active_legit_candidate,ACTIVE_LEGITIMATE,21
0xb273616670037c0870e9835b3ffbe68f58de68b0,active_legit_candidate,ACTIVE_LEGITIMATE,166
0xb281f44eda725d2f299da9a08ea0d184c6c3a80c,control,GHOST,2
0xb292bf838b4b832be799252db457d4c35e34fc79,top_volume,DORMANT,3000
0xb2d8569c52ede74af77da4281da50935e3df2c5b,control,GHOST,3
0xb2e03d4aaca935fe1fa512e483edbda012d0dbb0,active_legit_candidate,ACTIVE_LEGITIMATE,47884
0xb300f7d58c8915aedbf725897f3b945c32838e84,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,2452
0xb308ed39d67d0d4bae5bc2faef60c66bbb6ae429,top_volume,DORMANT,13881
0xb315bae206846fc785bf06850e1a72d8c5e05b09,top_volume,TEST_RIG,15
0xb335b522a1d416ac458abd3a4146e217b1ea9ad6,control,TEST_RIG,8
0xb336892b6b308a8c11300760b64d244e2e652f09,control,GHOST,1
0xb34b56a5d9f0238156bc216d531c5b01020817db,top_volume,DORMANT,3728
0xb39fc82dcfe13efc1064a8c15a79b91b544741bd,control,GHOST,1
0xb3c2776ce3f99cb3366520c27b4ac5d436942ab6,active_legit_candidate,ACTIVE_LEGITIMATE,1197
0xb3c5d52c8a3d17f3feb60c3df82ddc8adadd9da1,control,GHOST,2
0xb3cd519651d35b16ad8c193beecf5a81506f9de6,top_volume,TEST_RIG,637
0xb3e9391f04f791462ed2a1ebafabe254d7afe3a5,active_legit_candidate,ACTIVE_LEGITIMATE,207
0xb3f9782915a67f2f1e15c143d28a29cb312bb74d,control,TEST_RIG,8
0xb40a687ca5483ebc02f870348f6e08971cae1308,active_legit_candidate,ACTIVE_LEGITIMATE,1213
0xb445f611cc899b623462f07c11bfeacfd20d3c70,active_legit_candidate,ACTIVE_LEGITIMATE,600
0xb45c0f287df29fc677e37a186ca9ff9eb57bcb5c,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,1505
0xb464b8a38fdfc1f9eb914aabb26ff047d5f77146,active_legit_candidate,ACTIVE_LEGITIMATE,29
0xb47c145caa5ad342f2d10edff212a0a99fde9304,top_volume,DORMANT,3832
0xb4848d1b4b7e31b75b9b30d717f89777dc65d68e,active_legit_candidate,ACTIVE_LEGITIMATE,747
0xb4ad76dfebc6a98d4c99bb43ea8a8023ab57a902,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,114
0xb4cb800910b228ed3d0834cf79d697127bbb00e5,top_volume,DORMANT,12
0xb4d61bc3a32425d6bb204c3ad4030dfa4c7b2f46,active_legit_candidate,ACTIVE_LEGITIMATE,3812
0xb5051843ea5de8815d16c40fdfdeecd8c7afa677,top_volume,DORMANT,854403
0xb50bca6e8ec9d0ca76c77965a0e1aa15a68fdac2,active_legit_candidate,ACTIVE_LEGITIMATE,42
0xb5194a98dbdbb7028b585db26b972e7f0f3f826a,active_legit_candidate,ACTIVE_LEGITIMATE,584
0xb526e40d7e74a952040254042be7b8a5785baadc,top_volume,GHOST,1
0xb54b0a3fd4069fbc7d151cbeff839967ae727c78,control,GHOST,3
0xb569fbaf02ff683a357d84c05d1c724d4af11de3,control,GHOST,1
0xb58d34b0f0687062170491b105999be43c4a1baa,control,DORMANT,5
0xb5959a70ea891bee67b8c3bafb0939b8d3eb2ddb,control,GHOST,2
0xb5998e11e666fd1e7f3b8e8d9122a755eec1e9b7,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,55533
0xb59d77eb7ee35658116568445e03f37bb38240de,top_volume,TEST_RIG,124
0xb5a05466712fd5bcdf2883f43cc6b1799428032d,active_legit_candidate,ACTIVE_LEGITIMATE,168
0xb5bc2b3c8b2232625f80de9d48d0aa796800d7e9,control,GHOST,2
0xb5bd83040dc3f1509491908bb70b3928405a7f36,active_legit_candidate,ACTIVE_LEGITIMATE,52
0xb5d86866e681b01845cd35540e2d92b3bf4c28f0,control,TEST_RIG,5
0xb62b92c8e74fb6698c57771db82ab703f6e024b9,control,GHOST,1
0xb64314cf0da3965ad753bbd0f94dbb158a3f34ca,control,GHOST,1
0xb65bd05e02c537a240bdebcfe21f4cf664c6c818,active_legit_candidate,ACTIVE_LEGITIMATE,265
0xb679b1a90066191b0db56673523996666517510b,control,GHOST,2
0xb69c86b17001f0c0838847225403cbd414905e2d,active_legit_candidate,ACTIVE_LEGITIMATE,21
0xb6a6ba7f58fe92e77bce040cc0818c63ab9ac768,active_legit_candidate,ACTIVE_LEGITIMATE,163
0xb6b4f533f901b868cad2f59a78ec10efa9b88b40,active_legit_candidate,ACTIVE_LEGITIMATE,1204
0xb6cc6e034dab0849f0e4f49ffda6a0865c3f2812,control,TEST_RIG,5
0xb6ef18ee784b71f9b8fdce5d5b3151def045f0e3,top_volume,TEST_RIG,633
0xb71b4c4758e2034bc7950176944305a5435b3023,top_volume,TEST_RIG,5
0xb7430de9b4d8e5cdb951019d7651cd5fda630498,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,33
0xb74a15b8e0ee251f416763c6bcc92d50c3bcb620,top_volume,TEST_RIG,1402
0xb77ab4de90c7ba886f7a28b588856aee70690734,control,GHOST,3
0xb77bb730db97d8ced7d85b59dd702f83c65bd02c,active_legit_candidate,ACTIVE_LEGITIMATE,288
0xb7e215aa9dcf1bde07a967591c33f37e1a8e1c4c,top_volume,DORMANT,8618
0xb7e347296c4c3421a1dad9c8ce5866dfc8ce952c,control,GHOST,1
0xb7fc5424d2743ea299fb4a0ee0de6ce74d320d88,top_volume,DORMANT,168614
0xb802d58eb6a67b37c1d819eb304897572b75858d,control,GHOST,1
0xb805e2bd6a2d23c28f6e8eca08653c1467e32fa4,control,GHOST,2
0xb828c5cde35f51e4072623e4f5fd9817fd9d75fd,top_volume,DORMANT,478
0xb836a641dae76424861f7f1fcb37c1295e44e329,active_legit_candidate,ACTIVE_LEGITIMATE,3376
0xb84f47aba03234e5626894e1545e8c512e75a86c,top_volume,TEST_RIG,255
0xb856b2c501a91d8dc13411dbaeafdcaca8d39901,active_legit_candidate,ACTIVE_LEGITIMATE,2604
0xb85ebc44b95a5cfa37971ec3a83555ebb7cafb61,control,GHOST,2
0xb88050e99bb9613e11802c40824ec82f40caa82f,control,GHOST,3
0xb8c12414854149d4be23f424c64000497a221806,control,GHOST,2
0xb8f6af0a14892a75fe7020b50e0b204046119d02,active_legit_candidate,ACTIVE_LEGITIMATE,22
0xb8fa3968255794b089756bdf1850f37c3a8e65b6,top_volume,DORMANT,280936
0xb90a408b5811d302c08c0aa2c6e6c757f87e9ae4,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,100
0xb910b205290dfade128f6d7c4d6f24552b060de9,top_volume,DORMANT,21448
0xb91504d6f77d36923376c302ccc0237df0efaa35,active_legit_candidate,ACTIVE_LEGITIMATE,42
0xb98f6a6ea4f3b68c5868cc0cca8282e5d9dad5cc,control,GHOST,2
0xb9de1e663fc9d17f3555f386796cdffcdb414539,top_volume,TEST_RIG,8
0xba15e3678de7ec0a807b0f918fb34304201e1a0a,top_volume,DORMANT,3960
0xba2304d1f48ac01cf01427fc9d9ae3d21e71b536,active_legit_candidate,ACTIVE_LEGITIMATE,14012
0xba5c69694fe65b1df1e92c44954852f8aed4955f,control,GHOST,1
0xba75bdc4366f95c7e691f200b9b2d8d3b172c12e,top_volume,DORMANT,2911
0xba9d6947c0ad6ea2aaa99507355cf83b4d098058,top_volume,TEST_RIG,58
0xbaa99f0160b5c18e09133b896f3b3001d7f2a538,control,GHOST,2
0xbacadfdf3aeae354bfa0b47f5e5ed02c65b6d2a3,control,GHOST,1
0xbad1aa224bfe4feb460e12b2553dcdf98a7098d0,active_legit_candidate,ACTIVE_LEGITIMATE,1962
0xbad516addacb0cd2ec8831a0e795293a338d8f99,control,GHOST,1
0xbaf31935ed514e8f7da81d0a730ab5362deeeeb7,active_legit_candidate,ACTIVE_LEGITIMATE,1878
0xbaf55b24ca99bd7393b6e627093b13c6628b53cc,active_legit_candidate,ACTIVE_LEGITIMATE,1029
0xbafc7089bb6e128ceeef46608bcb0cffffaaf51b,top_volume,TEST_RIG,8
0xbb12bb8f1b74cb18fbbb8385f2ea4a3d72104d43,control,GHOST,2
0xbb2b7419b79276bb5c577d99a6ce80ad34e98500,control,GHOST,3
0xbb45bc6a6d727b38595dc85177a1bc681da71661,control,GHOST,3
0xbb5998ce5a8ce31ced5317a5266c9935e26a32cd,control,GHOST,1
0xbb69ca22112d76cc3f52b45c529645f815910001,active_legit_candidate,ACTIVE_LEGITIMATE,153
0xbb74d43fac4bd1895ac4eb301333e2db079829d8,control,TEST_RIG,5
0xbb7928d1ea5dafeb9b513d739a668dde91c206e1,control,GHOST,1
0xbb81d9652338f4aff7eb807f167f48d37563a4b1,top_volume,TEST_RIG,6
0xbb9cc90cc597f787321c2a32672d909927e4bbd1,control,GHOST,1
0xbb9d26c565eb9cd3733b0ba2b422615fb37f5931,control,GHOST,1
0xbbac6084884a02a65c2b4ab45fe750f4556c7fb4,control,GHOST,1
0xbbb0d8340fdc8be576d7ca0e5d05d946eb9ebad2,control,GHOST,1
0xbbb628c6af68523f4d323fdb774909bb0d598f95,top_volume,DORMANT,299852
0xbbb9b07ea72c7defa9055e0f20dfe191df1a23b3,control,GHOST,3
0xbbe555506e978a2a79e850557c0b4a170e4554f5,control,GHOST,1
0xbbeaf7cc0dae2378ad5fed66a9c3a43a0ca7b514,control,GHOST,4
0xbc58c4246406b69cb04f2fcf7bbb952b07562089,top_volume,DORMANT,6908
0xbc64b379295310b4e020f9186de44be0ca4fe3b0,active_legit_candidate,ACTIVE_LEGITIMATE,3000
0xbc9f216dfef0fd2297981848198a2d369932feef,active_legit_candidate,ACTIVE_LEGITIMATE,112
0xbcbd4963a5b088996f5e26cf0fef38425a00820c,active_legit_candidate,ACTIVE_LEGITIMATE,42
0xbcc0521cdd5a003f4f76d3e01e982b13937527dc,top_volume,DORMANT,1538
0xbcf63e6ea161bbe3c36cbfb09fd3a084ecbdf358,top_volume,TEST_RIG,37
0xbd17480bf6ff056f7b91d9adc9dfda001eb7283d,active_legit_candidate,ACTIVE_LEGITIMATE,564
0xbd21d0ef034f5d34b7827c8d507344ff6f4e052b,control,GHOST,3
0xbd44db5b6120c9fc9f87b7867d266a3be9f7caa0,top_volume,DORMANT,4280
0xbd4525da88543b95b2e113d07203e3c4792f7298,active_legit_candidate,ACTIVE_LEGITIMATE,952
0xbd4ba81ba8e3fdd4077353a89ca721e7c4e165d5,control,GHOST,1
0xbd556711c9294780be5f7f96e869eaf08cb90830,control,GHOST,1
0xbd60ef4886473e4b84cf37dfb6fd549d7d1c0288,top_volume,TEST_RIG,120
0xbd80071e4a1ff86651c0edc9aa7bc8238a0f9612,control,GHOST,3
0xbd81965c4114f82062f33bc8b65277f4df8fc95f,top_volume,DORMANT,6365
0xbd9b4bed5aec5be0075e11371554899275a9436e,control,TEST_RIG,5
0xbd9ebe08be6e043dc98313a60e529d9e5b3cfe6f,control,GHOST,2
0xbdbddbed6360e45a7fe0550a9a4f1fae4c5074e7,top_volume,DORMANT,72996
0xbdebdf619a5c94165d63d8c591985dc803b0cd6a,active_legit_candidate,ACTIVE_LEGITIMATE,40
0xbe02d7fcc35c88ef72b920ceda0af1f60358cb7d,control,GHOST,3
0xbe683fa884b75cd5cac20a13772ef8fffa716ad6,active_legit_candidate,ACTIVE_LEGITIMATE,74
0xbe74053d83fc13eb33353ab3616cafc7fff07eea,control,DORMANT,472
0xbe77b857cf35cb4adebdbfd73df89410c8aa6213,top_volume,DORMANT,100038
0xbe7a5fa14b6f266ced26e20c16a0e4076469e667,control,GHOST,1
0xbea33ba0c1a730647e26d083ffcff0629c0ccd37,top_volume,TEST_RIG,69
0xbea5a43177a888143e6d9d27b814fdc522c576a1,control,TEST_RIG,6
0xbebed9c0555cd9086285d5b27e4d3ef3f6630bab,top_volume,DORMANT,6890
0xbebf480b0f33ea457d7f023e8158d944ecd76069,control,GHOST,3
0xbec8462aea5275343b4ee6c8d50a0a0716c28ceb,top_volume,DORMANT,7348
0xbecc987508adf6696a3254bed485cc2d9493c8ad,active_legit_candidate,ACTIVE_LEGITIMATE,35
0xbedb662c7c822276ee662b4ef18422278e7fad96,control,GHOST,1
0xbee542934baab766689bba388697934708558205,control,GHOST,2
0xbf1c415b51393990f5a8f8f51c7fc3b9a072f320,control,TEST_RIG,5
0xbf22b6ddb5a08c823856a779f1004eea60c5ab92,active_legit_candidate,ACTIVE_LEGITIMATE,1276
0xbf23e0b31239b2205c7335c6e4800cefd51b3189,top_volume,DORMANT,46
0xbf3a4bb2b1355eddb389102a436b0f22322a35f3,control,GHOST,1
0xbf55517d60aea9eb7a8abb343c84c7457f5163ab,control,GHOST,1
0xbf5a14d19ca22d6d16a4a6525c42ae860e490001,top_volume,TEST_RIG,124
0xbf9818cccb8a13f66420ddbb782b993c7472a5ca,top_volume,TEST_RIG,6
0xbfc6a15d144b4028fe1cf923a243c343c28577aa,top_volume,DORMANT,6560
0xbfd71ea27ffc99747da2873372f84346d9a8b7ed,active_legit_candidate,ACTIVE_LEGITIMATE,254
0xc000a1a09fd4755e625afa7fe0b948e2d751a17c,control,GHOST,1
0xc00e2fe593b1d15f98ecdea7b7ff6dce7426c2a2,active_legit_candidate,ACTIVE_LEGITIMATE,80
0xc02f2c81df9cc74a523c6c63bcc75a38417d4eec,top_volume,DORMANT,6915
0xc048ab72082dab306a3077ae64b28804805e089e,top_volume,DORMANT,9405
0xc0541b06f703c6753b842d83cf62d55f93ee81be,top_volume,DORMANT,32
0xc0781dde32f9d9142e0fed24b221d1f2b9cb1793,control,GHOST,1
0xc0887adf2411c4db859e497c1f931c59600b1ec4,active_legit_candidate|control,ACTIVE_LEGITIMATE,23
0xc0894ddf95a60e8fc5efc99bb0ad2c51da2e963c,control,GHOST,1
0xc0900bc3ed4520b761012ca75164d0d4746124bc,active_legit_candidate,ACTIVE_LEGITIMATE,309
0xc0bc6ae8d9843dfe4bb0cfff88785d686c38d47a,top_volume,TEST_RIG,1360
0xc0c191642e66c74ba45c237a148a6abb71e66485,control,TEST_RIG,10
0xc0ccf68a8e61a4d25eecfcacd486e673e900de0a,active_legit_candidate|control,ACTIVE_LEGITIMATE,345
0xc0ce1b640a8e01972668f78792028f67db030796,top_volume,DUPLICATE,156332
0xc0cf221ba407665038b9eab87760d3454977ca5f,control,GHOST,2
0xc0d09d477057fa05f109f73be225e8c224a95466,active_legit_candidate,ACTIVE_LEGITIMATE,1195
0xc13f2e30768935245803038b5929fdde650e5bd1,top_volume,DORMANT,4076
0xc141c37bb258ff4b92b3f5a47679cc5500549018,control,TEST_RIG,11
0xc14551614426f0711cac82d927af5d38faf8903e,control,GHOST,4
0xc1726e09aea4b9b967353b7b56890955e9e5bc2c,active_legit_candidate,ACTIVE_LEGITIMATE,40
0xc1ba4c640e6f0ef4d8c8640c790597c6e0a12af8,active_legit_candidate,ACTIVE_LEGITIMATE,28
0xc1cb242590a39b21e13cd10e042b62740cc86d7f,active_legit_candidate,ACTIVE_LEGITIMATE,1404
0xc1cc634d20d1fec6e894af706a68e4c33babe6c4,control,GHOST,3
0xc2034c96a03997bc9dff7f3316009751dca22e18,control,GHOST,2
0xc20d89c2bbedde8a6f8d9141eda97e3aaf2a4504,top_volume,TEST_RIG,637
0xc21bdbba05d3662f0f63ac6d209c6cb17e61aad3,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,2385
0xc22e9f494d0d12dbfc4a0fe70b25063f2e5e8903,control,GHOST,3
0xc23fceb1121007a954a2b310e38a378a093efc22,control,GHOST,1
0xc2570f8004752de0a7294d622bca499e98cf17b4,top_volume,DUPLICATE,381
0xc25c4f15f7501d57d34f54e930c3bccecbb7fad0,control,GHOST,1
0xc273630db49632ecd077c7df606b306e400a9882,active_legit_candidate,ACTIVE_LEGITIMATE,562
0xc2d414c1c673f933b1b086b64e08c1f521330c6a,control,TEST_RIG,10
0xc2f04240aecf3c6ae75f2378b13d9713de29f18a,top_volume,TEST_RIG,127
0xc2f116942330e103986f730713b61fa850191fae,control,GHOST,2
0xc2f5fc2f46c8640a60a1ebfa9776338cc1b1e1dc,active_legit_candidate,ACTIVE_LEGITIMATE,258
0xc31788a40ab35c615c4eacde69aaee6a3e173d90,control,GHOST,1
0xc34c89c78373202c1d2d1947208bf3879af3b854,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,20
0xc359974fb0574f998e78fc00d4ef2482f96f7472,control,GHOST,1
0xc37c762e0c0171d6a393d4ab36d84563df20fd1a,top_volume,DORMANT,2454
0xc37dd2af121b2a0cb9587a3f032a6699de2490e4,control,GHOST,1
0xc393d33284e334bc2526d12f049642353e6fe45f,top_volume,DORMANT,3604
0xc3a8008790dcc37e51943968005af92761b6feff,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,66358
0xc3b298f769e79f1162c2afb1654d264e2611758a,top_volume,DORMANT,33
0xc3f4bea7e1bf07a27bdd19388c8e3c324a1f0f7c,control,TEST_RIG,5
0xc3f88ba2bb817115ebd9084f12b3dc6bd57211d0,top_volume,DORMANT,21276
0xc40cadba25aed04788d39cf2a14583ff2c89842c,control,GHOST,1
0xc41672e349c3f6dadf8e4031b6d2d3d09de276f9,top_volume,DORMANT,110
0xc461c1c9b67787c81e6249f409d843d45a9fce1a,top_volume,DORMANT,9060
0xc46259196b91eb56fd86ab6660e1cb4cdca84847,control,GHOST,1
0xc4e0449fd82d019e37ed8df68702cc69256144e1,top_volume,TEST_RIG,206
0xc4e4dbd1d3eee63836d22e5da95aa5b2adcaa7a2,control,GHOST,4
0xc4fef72385b1cf0dfc443a4a00fba06e1170e756,control,GHOST,1
0xc50257a8a71d6f8107f031b3d66dca21f6551310,top_volume,TEST_RIG,775
0xc529edd6d47c60923902514c7c0b3993ae42c2ec,active_legit_candidate,ACTIVE_LEGITIMATE,39
0xc5341d3b561f3b892fd9152d67324fd2feec9608,control,GHOST,2
0xc56d1d78e8559d93ba490e8479c432d1a62911c7,active_legit_candidate,ACTIVE_LEGITIMATE,902
0xc5e1b1b33e3827a7896c560a19ba7fc265dce75b,active_legit_candidate,ACTIVE_LEGITIMATE,382
0xc637e84b78ff1b8770188f734310c5163cc46266,control,GHOST,1
0xc656f287b4db809fb96cc2b1ddd31472d7097f3e,control,GHOST,4
0xc657302b1aba9c73feaaef2a45537761c05c48f2,top_volume,DORMANT,402
0xc6a978fbabc919a7cb43f0c42fd39b97582fa565,control,GHOST,1
0xc70bf85b4c8648c0062e5cf511f60e659c95ac36,top_volume,DORMANT,69
0xc70f11e32c20b6bcde55da873d8da18270b8d1ae,top_volume,DORMANT,258
0xc7324f871f898098e2c20ec2654f330f68a123df,control,TEST_RIG,8
0xc77726ebdcb218d096c8bd4b5d2a91f961d3669b,control,GHOST,1
0xc79beaa62767009dc7d9000a4d2a94bac84d5f40,top_volume,TEST_RIG,128
0xc7a13e01a6dd87f0cdfba1168e2b8d2a907d143d,control,GHOST,1
0xc7ce6c65e5a4866a7c5bc04620b4f1c51c25f1d6,control,TEST_RIG,11
0xc7f347369e5e26c03c050c5ec9cc366b1819c044,top_volume,TEST_RIG,6327
0xc7f46edf550a7fd75f7d77587c3712ad7c58f7cd,active_legit_candidate,ACTIVE_LEGITIMATE,24
0xc82711a2eef450704447d5596ff27f4db971e165,active_legit_candidate,ACTIVE_LEGITIMATE,144
0xc82b69193cefd5c41333114cc99f8727cbbaf6df,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,86689
0xc8512a1c5e08655e324116f10eaceee0ce20a9b9,control,GHOST,3
0xc85b52a773c4c09adee7d55a0f29ef5687376ae8,control,GHOST,2
0xc8652cc5482cf74129b3161c0500989ac16ddc2a,control,GHOST,2
0xc87a06dee4c0e85912296002617120bbfd5ef990,active_legit_candidate,ACTIVE_LEGITIMATE,52
0xc87a34ea2051c052c9e4ccb4bfc5d308560abc68,active_legit_candidate,ACTIVE_LEGITIMATE,296
0xc881791bd23404830124228380c0b8e7f9dfe0bc,control,GHOST,1
0xc891f0ec2f0a8dc708cb032d8e87d63250771d2a,top_volume,TEST_RIG,174
0xc8babd21728420feef8f9d42e86aa12aebfbf35d,control,GHOST,1
0xc8d61c27aaa47b38d304d885b060bf1fb7a7100b,control,GHOST,3
0xc8df5d7450f2c6765c62927738c12c8f2f285e32,control,GHOST,2
0xc8e85a9917e94da95a487fe861171ceb40bc4ee4,top_volume,DUPLICATE,86
0xc8f347e041573597c6334c19bbc01edc91ce37a8,top_volume,LOW_ACTIVITY,5
0xc8f922cb40ab39ab09cafcf72427a1e909b5e69c,control,TEST_RIG,6
0xc900f41481b4f7c612af9ce3b1d16a7a1b6bd96e,active_legit_candidate,ACTIVE_LEGITIMATE,11863
0xc91ce6291edc0713ec753bafba002506ffb2b95c,active_legit_candidate,ACTIVE_LEGITIMATE,735
0xc92a424c57bd030407008a760ca78e6c97e00efe,active_legit_candidate,ACTIVE_LEGITIMATE,3169
0xc9368b30bd620164fd1a05a5d99dcaf8ae754775,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,1158
0xc9412fa0d6b744184777a837217c64bba3d08164,control,GHOST,2
0xc995a01b57dd6e7d9dcb290093700f0aece2b3d1,control,TEST_RIG,13
0xc99fe62d1972ca01304b173d5caa602721363d10,top_volume,TEST_RIG,127
0xc9a3a9dd8d949deaa52437d85128bbfee5ce9802,control,GHOST,3
0xc9b5568bad9348333ff96525701a2d84a7526a4d,control,GHOST,1
0xc9b70d8d342609437bc87ec3c877911a306d3e6a,active_legit_candidate,ACTIVE_LEGITIMATE,1378
0xc9ba32a435a357ed395719bb131a110b933f1619,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,1840
0xc9c95237a421c6d99a6ab3b701475d9ed8de1735,control,TEST_RIG,11
0xc9de3b3546ffff12359508f644a0061c84cec43a,top_volume,DORMANT,3896
0xc9ecbb99b790afbf82f00d5bdffc727a387753fe,control,GHOST,2
0xc9f411bc489067740c5b23b3b62fa283195ccdf4,top_volume,GHOST,1
0xc9f58267dad66f011f37d016b2b4af85684bb127,control,TEST_RIG,7
0xca1271e777c209e171826a681855351f4989cd0c,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,38108
0xca368dd8bd0550a9a806914147d423954f5e949a,control,GHOST,3
0xca3cffdc216443a95fcde1d52a32645a34c7b5f0,top_volume|active_legit_candidate,ACTIVE_LEGITIMATE,68
0xca48036de43381f9d2ee6628400b528898038e06,active_legit_candidate,ACTIVE_LEGITIMATE,176
0xca48683f5b8d8e588045afb9178f491b7b3efd5d,control,GHOST,1
0xca5bed187d58046e3aaf3589bcb5fea6f6d846dd,control,GHOST,1
0xca730ec247a002ece5793106a1865a1173f9d075,control,TEST_RIG,7
0xca758c922d8476c2cec49c6cc96a4eeba89fbf3b,active_legit_candidate,ACTIVE_LEGITIMATE,25
0xca78937bf6f9dd6589a6fff4022a1e6edfb6d8f4,control,GHOST,1
0xca84005701e691a433272864ed59586d59e0e788,control,GHOST,1
0xca85edab3ede15059fdabf27d861a942196ccccf,top_volume,DORMANT,422348
0xca87adbcffdf6539a387783fef17a91dbabeef52,active_legit_candidate,ACTIVE_LEGITIMATE,49970
0xca9aa4133fa5324b40eb36f5f5d673d96867b7b4,control,GHOST,2
0xcaa9d066f61ea17c438f0565980bb805e6fabd49,control,GHOST,1
0xcac41e4ccf78dd68028f419db5af1dea599bae51,top_volume,DORMANT,9024
0xcadc336bccd90c590b8d07faff448334aad516df,control,GHOST,1
0xcae12639f7006240c37edcf2686f02687cfe279d,control,GHOST,1
0xcae62cf5017ee977f5625bbcac22e8c27c807683,control,GHOST,1
